boleta,codigo_manzano,numero_hogar,municipio,distrito,barrio,otb,forma_de_residencia,tipo_de_vivienda,tenencia_de_la_vivienda,numero_miembros_en_el_hogar,persona_jefe,relacion_de_parentesco_13,jentrevistado,jefe_sexo,jefe_edad_anios,jefe_estado_civil,jefe_nivel_de_instruccion,jefe_ultimo_curso_aprobado,jefe_idioma_o_lengua_materna,jefe_departamento_de_nacimiento,jefe_provincia_de_nacimiento,jefe_municipio_de_nacimiento,jefe_localidad_de_nacimiento,jefe_pais_de_nacimiento,jefe_ciudad_de_nacimiento,jefe_departamento_de_residencia_2010,jefe_provincia_de_residencia_2010,jefe_municipio_de_residencia_2010,jefe_localidad_de_residencia_2010,jefe_pais_de_residencia_2010,jefe_ciudad_de_residencia,jefe_tiempo_de_residencia_anios,jefe_condicion_de_actividad,jefe_ocupacion_principal,jefe_categoria_ocupacional,jefe_rama_de_actividad,jefe_ocupacion_secundaria,persona,relacion_de_parentesco_40,entrevistado,sexo,edad_anios,estado_civil,p08nivel,p08curso,idioma_o_lengua_materna,departamento_de_nacimiento,provincia_de_nacimiento,municipio_de_nacimiento,localidad_de_nacimiento,pais_de_nacimiento,ciudad_de_nacimiento,departamento_de_residencia_2010,provincia_de_residencia_2010,municipio_de_residencia_2010,localidad_de_residencia_2010,pais_de_residencia_2010,ciudad_de_residencia_2010,tiempo_de_residencia_anios,condicion_de_actividad,ocupacion_principal,categoria_ocupacional,rama_de_actividad,ocupacion_secundaria,numero_de_miembros_que_trabajan,religion_de_entrevistado,identificacion_con_pueblo_originario,practica_de_q_hoa_y_challa,participacion_en_actividades_de_otb,participacion_en_organizaciones_gremiales,participacion_en_organizaciones_politicas,participacion_en_org_recreativas_y_deportivas,participacion_en_organizaciones_religiosas,participacion_en_org_culturales_o_folkloricas,percepcion_de_seguridad_del_municipio,lugar_mas_peligroso_o_inseguro,municipio_donde_se_localiza_el_lugar_inseguro,inseguridad_de_parques_plazas_plazuelas_calles_puentes,cual_parque_plaza_o_calle,inseguridad_de_mercados,cual_mercado,inseguridad_de_espacios_deportivos,cual_espacio_deportivo,inseguridad_de_lotes_baldios,dejar_de_frecuentar_por_inseguridad,tipos_de_hechos_mas_frecuentes,lugar_que_le_genera_miedo_cine,cual_cine,lugar_que_le_genera_miedo_universidades,cual_universidad,lugar_que_le_genera_miedo_disc,cual_discoteca_local,lugar_que_le_genera_miedo_tilines_cafe_internet,cual_tilin_o_cafe_internet,percepcion_sobre_seguridad_del_transporte_publico,transporte_publico_inseguro,percepcion_sobre_seguridad_del_barrio,hecho_de_inseguridad_en_el_barrio_en_los_ultimos_12_meses,tipo_de_hecho_ocurrido_100,tipo_de_hecho_ocurrido_101,existencia_el_el_barrio_de_personas_que_cometen_delito,existencia_el_el_barrio_de_inhaladores_de_clefa,existencia_el_el_barrio_de_actividades_pandilleras,nombre_de_las_pandillas,venta_de_drogas_en_el_barrio,hecho_de_violencia_en_los_ultimos_doce_meses,numero_de_veces,tipo_de_hecho,medios_utilizados_en_el_hecho_de_violencia_110,numero_de_personas_que_operaron_el_hecho,lugar_en_que_ocurrio_el_hecho_112,municipio_en_que_ocurrio_el_hecho_113,horario_en_que_ocurrio_el_hecho,acciones_realizadas_ante_el_hecho_115,institucion_a_la_que_acudion,otro_miembro_del_hogar_que_sufrio_hecho_de_violencia,parentesco_con_el_entrevistado,tipo_de_hecho_de_violencia,medios_utilizados_en_el_hecho_de_violencia_120,lugar_en_que_ocurrio_el_hecho_121,municipio_en_que_ocurrio_el_hecho_122,acciones_realizadas_ante_el_hecho_123,grupos_de_edad_de_mayor_propension_a_ser_victimas,caracteristicas_de_las_personas_que_generan_miedo,factores_que_inducen_a_cometer_delitos,institucion_responsable_de_la_seguridad_ciudadana,nivel_de_confianza_en_la_policia,nivel_de_confianza_en_el_gam,nivel_de_confianza_en_la_gobernacion,nivel_de_confianza_en_las_empresas_de_seguridad_privada,nivel_de_confianza_en_la_seguridad_vecinal_ot_bs,conocimiento_de_la_ley_integral_348,conocimiento_de_la_ley_264,conocimiento_de_la_ley_1008,conocimiento_de_la_ley_263,conocimiento_del_codigo_del_nino,conocimiento_de_la_ley_259,se_informa_por_medios_televisivos,medio_televisivo_por_el_que_se_informa,se_informa_por_medios_radiales,medio_radial_por_el_que_se_informa,se_informa_por_medios_escritos,medio_escrito_por_el_que_se_informa,se_informa_por_redes_sociales_o_internet,red_sociall_por_la_que_se_informa,principal_medio_por_el_que_se_entera_de_campanas_de_prevension,estrategias_utilizadas_para_prevenir_la_inseguridad_148,estrategias_utilizadas_para_prevenir_la_inseguridad_149,proteccion_de_la_vivienda_1,proteccion_de_la_vivienda_cerco_electrico,proteccion_de_la_vivienda_camaras_alarmas_portero_electronico,proteccion_de_la_vivienda_seguridad_privada,proteccion_de_la_vivienda_tener_perros,proteccion_de_la_vivienda_seguro_contra_robo,estrategias_para_porteger_la_vivienda,caracteristica_del_lugar_al_que_se_cambio_o_cambiaria,estrategias_uso_de_instrumentos_para_alertar_158,estrategias_uso_de_camaras_de_vigilancia,estrategias_carteles_inscripciones_en_la_pared,estrategias_munecos_colgados,estrategias_vigilancia_policial,estrategias_guardias_privados,estrategias_vigilancia_comunitaria_o_barrial,estrategias_cercar_el_barrio,estrategias_uso_de_instrumentos_para_alertar_166,estar_de_acuerdo_con_el_linchamiento,estar_de_acuerdo_con_la_pena_de_muerte,estar_de_acuerdo_con_la_castracion,estar_de_acuerdo_con_bloquear_caminos,estar_de_acuerdo_con_manifestaciones,estar_de_acuerdo_con_prohibir_ingreso_de_personas_ex,sentimiento_respecto_al_barrio,espacio_en_el_barrio_que_mas_frecuentan_los_vecinos,relacionamiento_con_los_vecinos_por_la_inseguridad
267,cm07,26,Cochabamba,3,NA,Villa Busch Norte,Vivienda independiente,Casa independiente,Propia,4.0,0,Jefe(a) de Hogar,Entrevistado,Mujer,55.0,Soltero(a),Universitario,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Farmacéutica,“Cuenta propia”,Medicamentos,Ninguna,1,Jefe(a) de Hogar,Entrevistado,Mujer,55.0,Soltero(a),Unversitario,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Farmacéutica,“Cuenta propia”,Medicamentos,Ninguna,2,Católica,Ninguno,No,Si,No,No,No,Si,No,Inseguro,Zona Sud,Cochabamba,Si,El Prado (Cercado),Si,Av. San Martín,No,NA,Si,Si,Robo o asalto,No,NA,No,NA,Si,En el barrio,No,NA,Inseguro,Micro,Seguro,No,NA,NA,No,No,No sabe,NA,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,"Todos pueden ser maleantes, no dejarse llevar por las apariencias",Tienen gusto por el dinero y son cleptómanos,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Poco,Poco,Ninguna,Ninguna,Si,No,Si,Si,Si,No,Si,UNITEL,No,NA,No,NA,No,NA,Medios televisivos,"Evitar calles vacías, lotes baldíos",No tomar taxi en la calle,Si,No,No,No,Si,No,No,No se cambiaría,Si,No,Si,No,Si,No,No,No,Si,No,No,No,Si,Si,Si,Me siento identificado con mi barrio,Canchas deportivas,Nunca tuve relación con los vecinos
268,cm07,29,Cochabamba,3,NA,Villa Busch Norte,Edificio de Departamentos,Departamento,Propia,3.0,0,Jefe(a) de Hogar,Entrevistado,Hombre,58.0,Casado(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Carpintero,“Cuenta propia”,Muebles,Ninguna,1,Jefe(a) de Hogar,Entrevistado,Hombre,58.0,Casado(a),Secundaria,6,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Carpintero,“Cuenta propia”,Muebles,Ninguna,1,Católica,Quechua,No,No,Si,No,No,No,No,Inseguro,"Zona Sud, Cerro San Miguel",Cochabamba,Si,Todas,No,NA,No,NA,Si,"No, porque necesita frecuentar",Agresión física,No,NA,No,NA,Si,"Los Molles, Los Duraznitos",No,NA,Inseguro,Micro,Seguro,Si,Robo,NA,No,No,No,NA,No,Si,5,Agresión Psicológica,NA,NA,NA,NA,NA,Ninguna,NA,Si,Hijo(a),Robo o asalto,Ninguno,Av. San Martín,Cercado,Llamar a un pariente,Adultos,"Vestimenta, cicatrices",Por las drogas y el alcohol,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Mas o menos,Mas o menos,Poco,Poco,Poco,No,No,Si,No,No,Si,Si,RED UNO,No,NA,Si,GENTE,No,NA,Medios televisivos,"Evitar calles vacías, lotes baldíos",Otros,Si,No,No,No,Si,No,No,Edificio de departamentos,Si,No,Si,Si,Si,No,No,No,Si,Si,Si,No,Si,Si,Si,Me siento identificado con mi barrio,Canchas deportivas,Mayor relacionamiento
270,cm07,32,Cochabamba,3,NA,Villa Busch Norte,Vivienda independiente,Casa independiente,Propia,8.0,0,Jefe(a) de Hogar,Entrevistado,Mujer,34.0,Casado(a),Universitario,5,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Ingeñiera,“Empleado”,Ingeñiera Agrónoma en una,Ninguna,1,Jefe(a) de Hogar,Entrevistado,Mujer,34.0,Casado(a),Unversitario,5,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Ingeñiera,“Empleado”,Ingeñiera Agrónoma en una fund,Ninguna,6,Otra,Quechua,No,Si,No,No,Si,Si,No,Inseguro,La Cancha,Cochabamba,Si,Plaza Sucre,Si,La Cancha,Si,La Costanera,Si,Si,Robo o asalto,No,2,Si,Los Duraznitos,Si,NA,No,3,Inseguro,Micro,Inseguro,Si,Peleas callejeras,NA,No sabe,No,Si,No sabe,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,"Que sean sospechosos y desconocidos, la apariencia",La situación económica,Todas,Mas o menos,Bastante,Mas o menos,Mas o menos,Mas o menos,Si,No,No,No,No,No,Si,RED UNO,No,NA,Si,LOS TIEMPOS,Si,Blog de Los Tiempos,"Redes sociales, Internet","Evitar calles vacías, lotes baldíos",Otros,Si,No,Si,No,Si,No,No,No se cambiaría,Si,No,No,No,Si,No,No,No,Si,No,No,No,Si,Si,Si,Muy pocas personas saben quién soy,"Plazas, plazuelas",Mayor relacionamiento
271,cm08,2,Cochabamba,4,NA,Setón,Vivienda independiente,Casa independiente,Propia,6.0,0,Jefe(a) de Hogar,Entrevistado,Hombre,62.0,Viudo(a),Primaria,3,Quechua,Potosí,Rafael Bustillo,Uncía,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Comerciante,“Cuenta propia”,Abarrotes,Atender tienda de barrio,1,Jefe(a) de Hogar,Entrevistado,Hombre,62.0,Viudo(a),Primaria,3,Quechua,Potosí,Rafael Bustillo,Uncía,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Atendió o ayudó en un negocio propio o familiar,Comerciante,“Cuenta propia”,Abarrotes,Atender tienda de barrio,1,Católica,Quechua,Si,Si,Si,No,Si,Si,Si,Inseguro,"La Cancha, Av. Aroma",Cochabamba,Si,NA,Si,NA,No,NA,Si,"No, porque necesita frecuentar",Robo o asalto,No,NA,No,NA,Si,Todas,No,NA,Inseguro,Taxi,Inseguro,Si,Robo,Asalto,Si,No,Si,"Los Lobos, Escorpiones Negros, Los Chicos del Poder",No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,"Personas con comportamiento extraño, vestimenta","Los vicios: el acohol, y drogas","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Poco,Poco,Poco,Bastante,Si,No,No,"Algo, muy poco",No,No,Si,RED UNO,Si,SAN RAFAEL,Si,GENTE,No,NA,Medios televisivos,"Evitar calles vacías, lotes baldíos",No salir a altas horas de la noche y/o no salir solo,Si,No,No,No,Si,No,No,Condominio cerrado,Si,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Mis opiniones son bien recibidas,Calles,Mayor relacionamiento
272,cm08,4,Cochabamba,4,NA,Setón,Vivienda independiente,Casa independiente,Propia,3.0,0,Jefe(a) de Hogar,NA,Hombre,45.0,Conviviente,Primaria,5,Quechua,Cochabamba,German Jordán,Cliza,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Realizó alguna actividad por ingreso,Atención de vacas lecheras,“Cuenta propia”,Venta de leche,Agricultor,2,"Esposa(o), Cónyuge o Pareja",Entrevistado,Mujer,40.0,Conviviente,Primaria,2,Quechua,Cochabamba,German Jordán,Cliza,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Realizó alguna actividad por ingreso,Comerciante,“Cuenta propia”,Venta de leche,Agricultor,2,Católica,Aymara,Si,Si,Si,No,No,No,No,Inseguro,Todas las zonas,Cochabamba,No,NA,Si,La Cancha,Si,Todas las que no tienen alumbrado público,Si,Si,Robo o asalto,No,NA,No,NA,Si,La Tinkuna,Si,En el barrio,Inseguro,Taxi,Inseguro,Si,Peleas callejeras,Robo,Si,No,Si,"Los Escorpiones negros, Los Lobos",Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Todos,Personas extrañas que rondan en autos blancos,Falta de dinero para usar en drogas y otros vicios,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Mas o menos,Mas o menos,Poco,Ninguna,Bastante,No,No,No,No,No,No,Si,UNITEL,No,NA,No,NA,No,NA,Ninguno,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",Si,No,No,No,Si,No,No,No se cambiaría,No,No,No,No,No,No,Si,Si,Si,No,Si,Si,Si,No,Si,Me siento identificado con mi barrio,Calles,Mayor relacionamiento
273,cm08,5,Cochabamba,4,NA,Setón,Vivienda independiente,Habitaciones sueltas,Propia,8.0,0,Jefe(a) de Hogar,NA,Hombre,55.0,Conviviente,Secundaria,6,Aymara,Cochabamba,Carrasco,Pojo,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Carpintero,“Cuenta propia”,Muebles,Ninguna,2,Hijo(a),Entrevistado,Mujer,26.0,Soltero(a),Unversitario,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Estudió y trabajó,Comerciante,“Empleado”,Ropa,Ninguna,2,Ninguna,Quechua,Ocasionalmente,Si,No,No,Si,No,No,Seguro,Av. Aroma y Coronilla,Cochabamba,Si,Av. Aroma,Si,La Pampa,No,NA,Si,Si,Agresión física,No,NA,No,NA,Si,Av. Blanco Galindo,Si,Todos,Inseguro,Taxi,Seguro,Si,Peleas callejeras,Robo,Si,No,Si,No sabe,No sabe,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Hermano(a),Robo o asalto,Armas blancas,La Cancha,Cercado,Ninguna,Jóvenes,"Mal vestidos, con cicatrices, borrachos y fumadores","La flojera, el alcohol y el cigarro","Seguridad Vecinal, OTB",Ninguna,Poco,Poco,Ninguna,Mas o menos,No,No,"Algo, muy poco",No,"Algo, muy poco",No,Si,UNITEL,Si,CENTRO,Si,LA VOZ,No,NA,Ninguno,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,Si,No,No,No se cambiaría,Si,No,Si,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,Si,Me siento identificado con mi barrio,Canchas deportivas,Mayor relacionamiento
274,cm08,6,Cochabamba,4,NA,Setón,Vivienda independiente,Habitaciones sueltas,Propia,6.0,0,Jefe(a) de Hogar,NA,Hombre,53.0,Conviviente,Secundaria,5,Quechua,Cochabamba,Carrasco,Pojo,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Albañil,“Cuenta propia”,Cosntrucción,Ninguna,2,Hijo(a),Entrevistado,Mujer,20.0,Soltero(a),Unversitario,3,Castellano,Cochabamba,Carrasco,Pojo,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,NA,1,Evangélica,Quechua,Ocasionalmente,Si,No,No,Si,Si,Si,Inseguro,La Cancha,Cochabamba,Si,En el barrio,No,NA,No,NA,Si,Si,Robo o asalto,Si,CENTER,No,NA,Si,La Tinkuna,Si,Av. Víctor Ustariz,Inseguro,Taxi,Inseguro,Si,Robo,Peleas callejeras,Si,No,Si,Los Lobos,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,"Visten mal, aspecto de su cara",La desintegración familiar,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Poco,Ninguna,Ninguna,Mas o menos,Si,"Algo, muy poco","Algo, muy poco",Si,Si,"Algo, muy poco",Si,UNITEL,No,NA,Si,EXTRA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,"Evitar calles vacías, lotes baldíos",No,No,No,No,Si,No,No,No se cambiaría,Si,No,No,No,No,No,Si,No,Si,No,Si,Si,Cuando es necesario,Si,Si,Muy pocas personas saben quién soy,Canchas deportivas,Mayor relacionamiento
275,cm08,10,Cochabamba,4,NA,Setón,Edificio de Departamentos,Departamento,Propia,5.0,0,Jefe(a) de Hogar,NA,Hombre,42.0,Casado(a),Universitario,5,Quechua,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Abogado,“Profesional independiente”,Servicios,Ninguna,2,Hijo(a),Entrevistado,Hombre,18.0,Soltero(a),Secundaria,6,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,NA,2,Católica,Quechua,Ocasionalmente,Si,No,No,No,Si,No,Inseguro,"Las rieles, sector Autoventa",Cochabamba,Si,Plazas de Quillacollo,Si,Mercados en Quillacollo,No,NA,Si,Si,Robo o asalto,No,NA,No,NA,Si,Av. Blanco Galindo,No,NA,Inseguro,Taxi,Inseguro,Si,Asalto,Peleas callejeras,Si,No,Si,Los Escorpiones Negros,No,Si,1,Robo o asalto,"Golpes, patadas, puñetes",En grupo,Av. Víctor Ustariz,Cercado,21,16.0,NA,No,NA,NA,NA,NA,NA,NA,Jóvenes,Los que usan tatuajes y tienen cicatrices en la cara,Desintegración familiar,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Mas o menos,Mas o menos,Mas o menos,Mas o menos,Bastante,Si,Si,Si,Si,Si,Si,Si,UNITEL,No,NA,Si,LA VOZ,Si,Blog de Los Tiempos,"Redes sociales, Internet",No tomar taxi en la calle,No salir a altas horas de la noche y/o no salir solo,Si,No,No,No,Si,No,No,No se cambiaría,Si,Si,No,No,No,No,Si,No,No,Si,Si,Si,No,No,Si,Me siento identificado con mi barrio,Calles,Mayor relacionamiento
276,cm08,13,Cochabamba,4,NA,Setón,Vivienda independiente,Casa independiente,Anticrético,4.0,0,Jefe(a) de Hogar,NA,Hombre,47.0,Casado(a),Secundaria,2,Quechua,Cochabamba,Capinota,Santivañez,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Ganadero,“Cuenta propia”,Crianza de ganado vacuno,Ninguna,2,Hijo(a),Entrevistado,Hombre,19.0,Soltero(a),Unversitario,1,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,NA,1,Evangélica,Quechua,No,Si,No,No,No,Si,Si,Depende de la zona,"La Cancha, Av. San Martín",Cochabamba,Si,Calles del barrio,Si,La Pampa,No,NA,Si,Si,Robo o asalto,No,NA,No,NA,Si,Los Duraznitos,No,NA,Inseguro,Taxi,Inseguro,Si,Peleas callejeras,NA,No sabe,No,Si,Los Escorpiones negros,No,Si,1,Robo o asalto,Otros,En grupo,Av. San Martín,Cercado,10,Ninguna,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Los que andan con ropa sucia, gordos con marcas en la cara",Factor económico,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Mas o menos,Mas o menos,Poco,Bastante,"Algo, muy poco",No,"Algo, muy poco","Algo, muy poco","Algo, muy poco","Algo, muy poco",Si,UNITEL,No,NA,Si,LA VOZ,No,NA,Ninguno,No tomar taxi en la calle,"Evitar calles vacías, lotes baldíos",Si,No,No,No,Si,No,No,Otro,Si,No,No,No,No,No,Si,No,Si,Cuando es necesario,Si,Si,Si,Si,Cuando es necesario,Muy pocas personas saben quién soy,Calles,Mayor relacionamiento
277,cm08,15,Cochabamba,4,NA,Setón,Edificio de Departamentos,Departamento,Propia,5.0,0,Jefe(a) de Hogar,NA,Hombre,59.0,Casado(a),Secundaria,5,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comerciante,“Cuenta propia”,Autos,Ninguana,2,Hijo(a),Entrevistado,Hombre,22.0,Conviviente,Secundaria,6,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Comerciante,“Cuenta propia”,Autos,Ninguna,3,Católica,Ninguno,Ocasionalmente,Si,No,No,Si,Si,No,Inseguro,Coronilla,Cochabamba,Si,Plaza San Sebastián,Si,La Cancha,No,NA,No,Si,Robo o asalto,No,NA,No,NA,Si,Av. Víctor Ustariz,No,NA,Inseguro,Taxi,Inseguro,No,NA,NA,Si,No,Si,"La Bola 2, Esccorpiones negros",No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Los que caminan en pandillas, con tatuajes",Buscan lo facil por no trabajar,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Poco,Mas o menos,Mas o menos,Mas o menos,"Algo, muy poco",No,Si,"Algo, muy poco",No,"Algo, muy poco",No,NA,No,NA,Si,LA VOZ,No,NA,Ninguno,"Evitar calles vacías, lotes baldíos",No salir a altas horas de la noche y/o no salir solo,Si,No,No,No,Si,No,No,Otro,No,Si,No,No,No,No,Si,No,Si,No,Si,Si,No,Si,Cuando es necesario,Me siento identificado con mi barrio,Calles,Mayor relacionamiento
278,cm08,16,Cochabamba,4,NA,Setón,Vivienda independiente,Casa independiente,Propia,9.0,0,Jefe(a) de Hogar,NA,Mujer,68.0,Casado(a),Primaria,4,Quechua,Cochabamba,Punata,San Benito,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,No trabajó,NA,NA,NA,NA,2,Hijo(a),Entrevistado,Mujer,37.0,Casado(a),Técnico Medio,2,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Fotografo,“Cuenta propia”,Fotografias al instante,Ninguna,3,Católica,Quechua,No,Si,No,No,Si,No,Si,Inseguro,Todas las zonas,Cochabamba,Si,Av. San Martin,Si,La Pampa,No,NA,No,Si,Robo o asalto,No,NA,No,NA,Si,Av. Blanco Galindo,No,NA,Inseguro,Micro,Inseguro,No,NA,NA,Si,No,Si,No sabe,No,Si,1,Agresión Psicológica,NA,NA,NA,NA,NA,Llamar a un pariente,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Los raperos con cara de drogadictos, algunos son bien flacos",Factor economico,"1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Ninguna,Poco,Poco,Ninguna,Poco,"Algo, muy poco",No,"Algo, muy poco","Algo, muy poco",Si,"Algo, muy poco",Si,UNITEL,No,NA,No,NA,No,NA,Ninguno,"Evitar calles vacías, lotes baldíos",No salir a altas horas de la noche y/o no salir solo,Si,No,No,No,Si,No,No,Barrio o urbanización cerrada,Si,Si,No,No,No,No,Si,No,No,Cuando es necesario,Si,Si,Si,Si,Si,Muy pocas personas saben quién soy,Canchas deportivas,Mayor relacionamiento
279,cm08,17,Cochabamba,4,NA,Setón,Vivienda independiente,Habitaciones sueltas,Propia,3.0,0,Jefe(a) de Hogar,NA,Mujer,53.0,Viudo(a),Secundaria,5,Castellano,Cochabamba,Quillacollo,Quillacollo,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Tenía trabajo,Cocinera,“Empleado”,Comida,Ninguna,2,Hijo(a),Entrevistado,Mujer,19.0,Soltero(a),Unversitario,1,Castellano,Cochabamba,Cercado,Cochabamba,NA,NA,NA,Cochabamba,Cercado,Cochabamba,NA,NA,NA,NA,Sólo estudió,NA,NA,NA,NA,1,Evangélica,Ninguno,No,Si,No,No,No,Si,No,Inseguro,El Cristo de la Concordia,Cochabamba,Si,Plaza Bolivar (Quillacollo),Si,Mercados en Quillacollo,No,NA,Si,Si,Robo o asalto,No,NA,No,NA,Si,En el barrio,No,NA,Inseguro,Taxi,Inseguro,No,NA,NA,No,No,No,NA,No,Si,1,Robo o asalto,Armas blancas,En grupo,El Cristo,Cercado,12,Llamar a un pariente,NA,No,NA,NA,NA,NA,NA,NA,Niños y  Adolescentes,"Cabello grande, sucio","Desintegración familiar , factor economico","1.	Policía,  Módulo  Policial, FELCC, FELCV, EPI, Radio Patrulla",Poco,Mas o menos,Mas o menos,Mas o menos,Mas o menos,"Algo, muy poco",No,No,No,Si,"Algo, muy poco",Si,ATB,No,NA,No,NA,No,NA,Medios televisivos,No salir a altas horas de la noche y/o no salir solo,No tomar taxi en la calle,Si,No,No,No,Si,No,No,No se cambiaría,Si,No,No,No,No,No,Si,No,No,No,No,Si,Si,Si,Si,Me siento identificado con mi barrio,Parques,Mayor relacionamiento
